CustomerID,recency,frequenci,monitery,country,group
13324,59,10,712.195,United Kingdom,2
13325,104,1,675.3,United Kingdom,2
13327,61,8,453.47125,United Kingdom,2
13328,339,1,1308.48,United Kingdom,3
13329,54,2,394.5,United Kingdom,2
13330,115,3,380.31,United Kingdom,2
13332,37,1,350.9,United Kingdom,2
13334,105,3,1178.94,United Kingdom,2
13336,100,1,795.12,United Kingdom,2
13338,180,1,487.02,United Kingdom,2
13339,223,1,860.12,United Kingdom,2
13340,68,7,1533.782857,United Kingdom,2
13341,283,1,775.85,United Kingdom,3
13343,200,1,353.43,United Kingdom,3
13344,90,3,847.9066667,United Kingdom,2
13345,310,1,389.5,United Kingdom,3
13347,93,1,341.36,United Kingdom,2
13348,87,1,233.76,United Kingdom,4
13349,33,1,247.32,United Kingdom,4
13350,39,2,489.56,United Kingdom,2
13351,89,1,373.94,United Kingdom,2
13352,83,1,397.98,United Kingdom,2
13354,94,1,743.53,United Kingdom,2
13355,145,1,674.7,United Kingdom,2
13356,103,1,768.24,United Kingdom,2
13357,280,1,609.95,United Kingdom,3
13358,291,1,439.03,United Kingdom,3
13359,86,1,439.56,United Kingdom,2
13362,32,4,772.685,United Kingdom,2
13363,40,2,496.25,United Kingdom,2
13364,94,1,134.96,United Kingdom,4
13365,56,2,1112.685,United Kingdom,2
13366,73,1,56.16,United Kingdom,4
13368,279,2,311.7,United Kingdom,3
13369,388,1,308.28,United Kingdom,3
13370,394,1,754.87,United Kingdom,3
13372,112,1,378.64,United Kingdom,2
13373,83,3,1104.083333,United Kingdom,2
13375,111,1,778.65,United Kingdom,2
13376,122,3,339.92,United Kingdom,2
13379,49,3,190.8533333,United Kingdom,4
13381,54,6,606.5516667,United Kingdom,2
13382,303,1,222.99,United Kingdom,3
13384,53,7,593.1328571,United Kingdom,2
13385,352,1,534.57,United Kingdom,3
13388,154,2,338.55,United Kingdom,2
13389,34,3,265.9866667,United Kingdom,4
13390,97,1,544.08,United Kingdom,2
13391,226,1,59.8,United Kingdom,3
13394,24,8,315.0025,United Kingdom,2
13395,208,1,307.72,United Kingdom,3
13396,52,2,680.495,United Kingdom,2
13397,95,5,308.826,United Kingdom,2
13398,215,1,457.34,United Kingdom,3
13402,150,2,310.615,United Kingdom,2
13403,40,1,75,United Kingdom,4
13404,24,2,126.245,United Kingdom,4
13405,97,3,190.817,United Kingdom,4
13408,24,62,453.5006452,United Kingdom,1
13410,47,5,200.612,United Kingdom,4
13411,130,1,213.55,United Kingdom,4
13414,156,3,463.5,United Kingdom,2
13416,66,2,356.25,United Kingdom,2
13417,27,2,320.415,United Kingdom,2
13418,34,18,340.4127778,United Kingdom,2
13419,86,1,221.06,United Kingdom,4
13420,172,2,79.925,United Kingdom,4
13421,63,2,925.54,United Kingdom,2
13422,87,1,2626.3,United Kingdom,2
13425,131,3,541.4033333,United Kingdom,2
13426,23,10,364.132,United Kingdom,2
13427,42,3,194.2,United Kingdom,4
13428,33,1,218.47,United Kingdom,4
13429,33,4,251.7,United Kingdom,4
13430,41,2,339.725,United Kingdom,2
13431,90,2,634.55,United Kingdom,2
13434,97,2,267.12,United Kingdom,4
13435,28,7,544.27,United Kingdom,2
13436,24,1,196.89,United Kingdom,4
13437,37,7,486.8657143,United Kingdom,2
13439,278,1,283.71,United Kingdom,3
13441,114,1,296.64,United Kingdom,4
13447,46,3,376.38,United Kingdom,2
13448,39,6,589.895,United Kingdom,2
13449,46,1,291.88,United Kingdom,4
13450,49,6,340.62,United Kingdom,2
13451,49,5,595.23,United Kingdom,2
13452,282,2,295,United Kingdom,3
13453,188,2,178.49,United Kingdom,3
13455,47,2,529.17,United Kingdom,2
13456,40,6,294.4533333,United Kingdom,2
13458,30,14,689.0407143,United Kingdom,2
13460,52,2,91.72,United Kingdom,4
13461,61,3,481.6666667,United Kingdom,2
13462,275,1,151.5,United Kingdom,3
13464,81,1,674.68,United Kingdom,2
13466,207,1,307.9,United Kingdom,3
13467,33,2,541.855,United Kingdom,2
13468,24,37,154.1883784,United Kingdom,4
13470,122,2,82.5,United Kingdom,4
13471,24,4,632.895,United Kingdom,2
13473,83,2,211.32,United Kingdom,4
13474,259,1,229.59,United Kingdom,3
13475,214,4,357.945,United Kingdom,3
13476,201,2,619.235,United Kingdom,2
13477,60,6,242.43,United Kingdom,4
13479,223,2,150.475,United Kingdom,3
13481,68,5,360.912,United Kingdom,2
13482,255,1,184.64,United Kingdom,3
13483,88,1,140.34,United Kingdom,4
13484,264,1,313.8,United Kingdom,3
13485,256,1,454.24,United Kingdom,3
13486,101,3,374.1366667,United Kingdom,2
13487,80,3,191.8,United Kingdom,4
13488,40,13,689.87,United Kingdom,2
13489,128,4,112.38,United Kingdom,4
13491,74,10,121.582,United Kingdom,4
13492,159,3,423.28,Switzerland,2
13493,298,2,309.315,Switzerland,3
13494,334,1,316.26,United Kingdom,3
13495,30,5,408.974,United Kingdom,2
13496,33,2,326.665,United Kingdom,2
13497,305,2,174.025,United Kingdom,3
13499,40,5,231.822,United Kingdom,4
13500,46,3,388.9233333,United Kingdom,2
13501,311,1,1340.32,Switzerland,3
13502,39,3,97.33333333,United Kingdom,4
13503,94,1,216.85,United Kingdom,4
13504,87,1,295.93,United Kingdom,4
13505,95,4,1098.4075,Switzerland,2
13506,339,2,229.26,United Kingdom,3
13507,26,4,619.79,United Kingdom,2
13508,266,1,110.97,United Kingdom,3
13509,31,7,139.96,United Kingdom,4
13510,24,4,447.89,United Kingdom,2
13512,283,1,251.21,United Kingdom,3
13513,149,1,205.1,United Kingdom,4
13514,96,1,152.2,United Kingdom,4
13515,95,4,222.78,United Kingdom,4
13516,44,3,463.1366667,United Kingdom,2
13517,82,3,709.4733333,United Kingdom,2
13518,108,1,659.44,United Kingdom,2
13519,101,1,122.75,United Kingdom,4
13520,81,6,604.0583333,Switzerland,2
13521,24,3,364.55,United Kingdom,2
13522,53,1,125.8,United Kingdom,4
13523,56,5,792.976,United Kingdom,2
13524,63,5,136.036,United Kingdom,4
13525,37,2,314.39,United Kingdom,2
13527,56,7,326.7871429,United Kingdom,2
13529,101,2,153.88,United Kingdom,4
13531,228,2,241.9,United Kingdom,3
13532,56,1,210.31,United Kingdom,4
13533,205,3,90.26333333,United Kingdom,3
13534,25,25,234.8032,United Kingdom,2
13536,24,7,492.6128571,United Kingdom,2
13538,66,7,182.9785714,United Kingdom,4
13539,108,3,210.4466667,United Kingdom,4
13544,62,2,145.705,United Kingdom,4
13546,35,3,208.9966667,United Kingdom,4
13548,119,2,341.205,United Kingdom,2
13549,48,7,131.1714286,United Kingdom,4
13551,342,1,91.8,United Kingdom,3
13552,89,12,311.6725,United Kingdom,2
13555,96,4,1037.32,United Kingdom,2
13557,51,2,292.03,United Kingdom,4
13558,28,4,151.265,United Kingdom,4
13560,30,1,174.37,United Kingdom,4
13561,238,1,141.86,United Kingdom,3
13562,104,3,599.7766667,United Kingdom,2
13563,107,2,388.765,United Kingdom,2
13564,167,3,583.0066667,United Kingdom,2
13565,42,2,120.11,United Kingdom,4
13566,63,2,437.355,United Kingdom,2
13568,196,1,192.85,United Kingdom,3
13569,40,2,186.875,United Kingdom,4
13570,266,1,239.49,United Kingdom,3
13571,35,12,174.36,United Kingdom,4
13572,228,1,1384.25,United Kingdom,2
13573,73,2,147.2,United Kingdom,4
13575,46,5,146.414,United Kingdom,4
13576,33,18,373.1855556,United Kingdom,2
13577,48,4,421.9,United Kingdom,2
13579,37,2,233.52,United Kingdom,4
13581,332,1,118,United Kingdom,3
13583,178,1,781.03,United Kingdom,2
13584,329,1,142.4,United Kingdom,3
13587,86,1,712.4,United Kingdom,2
13588,38,9,275.4388889,United Kingdom,2
13589,37,2,189.825,United Kingdom,4
13590,34,6,330.32,United Kingdom,2
13591,87,3,372.3766667,United Kingdom,2
13592,58,4,61.99,United Kingdom,4
13593,131,5,407.416,United Kingdom,2
13594,75,1,396.97,United Kingdom,2
13596,28,2,348.52,United Kingdom,2
13598,70,1,180.17,United Kingdom,4
13599,24,21,245.4128571,United Kingdom,2
13600,335,1,219.52,United Kingdom,3
13601,68,2,346.66,United Kingdom,2
13602,87,1,428.89,United Kingdom,2
13603,49,1,164.34,United Kingdom,4
13606,52,3,93.51333333,United Kingdom,4
13607,63,1,678.01,United Kingdom,2
13610,35,7,161.6971429,United Kingdom,4
13611,112,3,390.6,United Kingdom,2
13614,47,4,402.615,United Kingdom,2
13615,341,1,417.69,United Kingdom,3
13617,63,3,181.3933333,United Kingdom,4
13618,196,1,177.34,United Kingdom,3
13621,139,1,213.85,United Kingdom,4
13623,53,5,149.556,United Kingdom,4
13626,275,1,257.23,United Kingdom,3
13627,82,5,327.694,United Kingdom,2
13629,46,11,708.3963636,United Kingdom,2
13630,28,7,290.2542857,United Kingdom,2
13631,122,11,279.1290909,United Kingdom,2
13632,47,5,424.254,United Kingdom,2
13634,56,5,315.032,United Kingdom,2
13635,90,1,1071.03,United Kingdom,2
13636,59,5,189.824,United Kingdom,4
13637,75,3,270.1666667,United Kingdom,4
13638,38,1,122.64,United Kingdom,4
13639,97,1,1033.34,United Kingdom,2
13642,238,1,354.8,United Kingdom,3
13643,54,3,173.1466667,United Kingdom,4
13644,39,4,656.065,United Kingdom,2
13645,143,1,252.1,United Kingdom,4
13647,32,4,419.53,United Kingdom,2
13649,279,2,173.3,United Kingdom,3
13650,39,6,306.0566667,United Kingdom,2
13651,58,2,47.1,United Kingdom,4
13652,68,3,365.0266667,United Kingdom,2
13654,66,6,451.2216667,United Kingdom,2
13655,137,2,466.485,United Kingdom,2
13656,187,2,189.825,United Kingdom,3
13657,33,2,191.07,United Kingdom,4
13658,32,5,527.834,United Kingdom,2
13659,228,2,786.6,United Kingdom,3
13662,108,3,299.2533333,United Kingdom,2
13663,202,1,189.47,United Kingdom,3
13666,83,3,28.21666667,United Kingdom,4
13667,172,1,305.02,United Kingdom,3
13668,25,21,303.0280952,United Kingdom,2
13669,73,2,109.275,United Kingdom,4
13670,98,1,349.7,United Kingdom,2
13672,324,2,93.195,United Kingdom,3
13673,41,2,198.46,United Kingdom,4
13675,174,2,243.41,United Kingdom,3
13678,174,1,232.6,United Kingdom,3
13680,24,4,930.605,United Kingdom,2
13681,40,4,206.9575,United Kingdom,4
13682,210,1,59.5,United Kingdom,3
13684,308,1,67.23,United Kingdom,3
13685,25,7,445.6342857,United Kingdom,2
13686,205,1,72,United Kingdom,3
13689,86,1,910,United Kingdom,2
13690,82,1,172.25,United Kingdom,4
13692,47,3,496.1066667,United Kingdom,2
13694,26,50,1300.7924,United Kingdom,1
13695,54,15,166.942,United Kingdom,4
13697,61,1,151.3,United Kingdom,4
13699,178,1,308.58,United Kingdom,3
13700,49,10,226.512,United Kingdom,4
13703,341,1,99.5,United Kingdom,3
13704,28,9,256.4511111,United Kingdom,4
13705,30,3,237.2866667,United Kingdom,4
13706,325,1,330.79,United Kingdom,3
13707,290,2,403.205,United Kingdom,3
13708,294,1,296.88,United Kingdom,3
13709,26,13,486.7730769,United Kingdom,2
13710,54,1,180.48,United Kingdom,4
13711,241,2,126.03,United Kingdom,3
13712,269,1,228.84,United Kingdom,3
13715,304,5,215.868,United Kingdom,3
13716,292,1,138.28,United Kingdom,3
13717,55,6,240.835,United Kingdom,4
13718,269,2,153.275,United Kingdom,3
13719,38,5,208.336,United Kingdom,4
13720,139,4,199.975,United Kingdom,4
13721,59,1,524.14,United Kingdom,2
13722,154,3,791.8033333,United Kingdom,2
13723,240,1,199.85,United Kingdom,3
13725,72,8,247.57,United Kingdom,4
13726,61,2,539.83,United Kingdom,2
13727,51,2,166.74,United Kingdom,4
13728,59,6,169.3566667,United Kingdom,4
13730,158,2,376.3,United Kingdom,2
13731,242,2,305.295,United Kingdom,3
13732,51,1,491.86,United Kingdom,2
13735,47,4,721.31,United Kingdom,2
13736,28,2,365.95,United Kingdom,2
13737,223,1,339.6,United Kingdom,3
13739,41,1,216.9,United Kingdom,4
13740,263,1,350.75,United Kingdom,3
13741,94,3,222.81,United Kingdom,4
13742,39,12,260.9183333,United Kingdom,2
13743,25,7,191.6571429,United Kingdom,4
13744,118,2,578.18,United Kingdom,2
13745,185,1,300.04,United Kingdom,3
13747,396,1,79.6,United Kingdom,3
13748,118,5,189.65,United Kingdom,4
13750,76,5,329.452,United Kingdom,2
13751,311,1,296.25,United Kingdom,3
13752,147,6,197.7133333,United Kingdom,4
13753,310,1,741.26,United Kingdom,3
13754,174,2,141.3,United Kingdom,4
13755,26,9,240.15,United Kingdom,4
13756,25,14,370.68,United Kingdom,2
13758,34,7,455.7928571,United Kingdom,2
13759,56,2,329.705,United Kingdom,2
13760,77,2,143.395,United Kingdom,4
13761,73,2,535.325,United Kingdom,2
13762,241,1,306.72,United Kingdom,3
13763,86,1,1714.96,United Kingdom,2
13764,93,3,507.2533333,United Kingdom,2
13767,25,37,465.4151351,United Kingdom,2
13769,25,10,279.651,United Kingdom,2
13771,87,4,658.6125,United Kingdom,2
13772,56,3,377.3766667,United Kingdom,2
13774,104,1,345,United Kingdom,2
13777,23,33,787.1866667,United Kingdom,2
13778,126,1,178.7,United Kingdom,4
13780,30,2,180.005,United Kingdom,4
13781,273,1,127.84,United Kingdom,3
13782,35,6,152,United Kingdom,4
13784,32,11,223.89,United Kingdom,4
13786,390,1,230.4,United Kingdom,3
13787,98,2,154.52,United Kingdom,4
13790,27,1,348.8,United Kingdom,2
13791,150,2,758,United Kingdom,2
13792,89,2,97.775,United Kingdom,4
13798,24,57,651.8219298,United Kingdom,1
13799,139,2,344.43,United Kingdom,2
13800,332,1,558.32,United Kingdom,3
13801,89,1,324.8,United Kingdom,2
13802,161,3,1533.14,United Kingdom,2
13803,278,1,277.07,United Kingdom,3
13804,53,7,376.5414286,United Kingdom,2
13805,75,2,462.3,United Kingdom,2
13806,86,1,256.38,United Kingdom,4
13807,390,1,112.6,United Kingdom,3
13808,28,5,349.532,United Kingdom,2
13809,328,1,155.05,Cyprus,3
13810,51,3,499.67,Germany,2
13811,206,3,271.5,Germany,3
13812,65,3,179.6666667,Germany,4
13813,62,4,341.715,Germany,2
13814,115,2,789.56,Germany,2
13815,45,4,1006.84,Germany,2
13816,46,2,285.835,Germany,4
13817,52,2,191.49,Germany,4
13819,324,3,380.1166667,United Kingdom,3
13821,167,2,192.82,United Kingdom,4
13822,28,2,316,United Kingdom,2
13823,41,2,478.83,United Kingdom,2
13824,55,5,339.788,United Kingdom,2
13826,199,1,189.5,United Kingdom,3
13827,80,3,137.35,United Kingdom,4
13828,45,1,209.49,United Kingdom,4
13831,39,6,367.165,United Kingdom,2
13832,42,1,52.2,United Kingdom,4
13833,182,1,384.8,United Kingdom,3
13835,48,4,208.6425,United Kingdom,4
13837,234,2,135.62,United Kingdom,3
13838,28,4,172.9325,United Kingdom,4
13841,275,1,85,United Kingdom,3
13842,81,9,376.18,United Kingdom,2
13844,34,1,361.62,United Kingdom,2
13845,87,1,312.98,United Kingdom,2
13846,47,3,288.3533333,United Kingdom,4
13848,115,3,418.3333333,United Kingdom,2
13849,74,2,768.975,United Kingdom,2
13850,152,1,1595.48,United Kingdom,2
13851,118,3,883.82,United Kingdom,2
13853,80,1,1090.14,United Kingdom,2
13854,31,25,324.3808,United Kingdom,2
13856,191,3,129.5,United Kingdom,3
13858,80,1,216.17,United Kingdom,4
13859,349,1,201.16,United Kingdom,3
13860,24,5,249.18,United Kingdom,4
13862,41,8,276.17,United Kingdom,2
13863,270,1,305.78,United Kingdom,3
13865,81,4,125.39,United Kingdom,4
13866,97,1,145.67,United Kingdom,4
13867,54,3,338.43,United Kingdom,2
13868,30,2,1596.27,United Kingdom,2
13869,146,4,776.2375,United Kingdom,2
13870,25,8,346.3675,United Kingdom,2
13871,45,13,492.5576923,United Kingdom,2
13873,142,3,129.8666667,United Kingdom,4
13874,381,1,540.45,United Kingdom,3
13875,76,5,357.358,United Kingdom,2
13876,86,1,122.7,United Kingdom,4
13877,109,1,117.24,United Kingdom,4
13878,77,1,1281.53,United Kingdom,2
13880,44,13,247.6746154,United Kingdom,4
13881,26,20,857.976,United Kingdom,2
13882,25,5,238.226,United Kingdom,4
13883,33,5,534.896,United Kingdom,2
13884,30,5,157.52,United Kingdom,4
13885,212,2,253.4,United Kingdom,3
13886,94,1,243.56,United Kingdom,4
13887,227,1,349.55,United Kingdom,3
13888,142,2,302.815,United Kingdom,2
13889,115,1,416.9,United Kingdom,2
13890,24,10,188.381,United Kingdom,4
13892,49,4,158.2425,United Kingdom,4
13893,320,1,821.1,United Kingdom,3
13894,46,3,188.2066667,United Kingdom,4
13895,51,4,648.2675,United Kingdom,2
13897,73,1,311.16,United Kingdom,2
13898,348,1,155.93,United Kingdom,3
13899,39,2,194.26,United Kingdom,4
13900,206,3,246.9833333,United Kingdom,3
13901,95,5,573.44,United Kingdom,2
13904,60,2,166.32,United Kingdom,4
13908,102,4,592.3875,United Kingdom,2
13911,80,9,286.7677778,United Kingdom,2
13914,34,2,313.225,United Kingdom,2
13917,72,2,136.02,United Kingdom,4
13918,72,2,606.42,United Kingdom,2
13919,82,2,192.405,Denmark,4
13922,374,1,172.25,United Kingdom,3
13923,76,1,351.13,United Kingdom,2
13924,24,6,306.475,United Kingdom,2
13925,115,4,169.5625,United Kingdom,4
13926,46,1,223.85,United Kingdom,4
13927,97,1,348.99,United Kingdom,2
13928,33,4,116.1425,United Kingdom,4
13929,192,2,421.325,United Kingdom,3
13930,80,2,168.67,United Kingdom,4
13931,118,2,618.765,United Kingdom,2
13932,317,1,307.4,United Kingdom,3
13933,132,2,304.395,United Kingdom,2
13934,286,1,922.1,United Kingdom,3
13936,202,1,376.58,United Kingdom,3
13937,192,1,158.85,United Kingdom,3
13938,58,1,71.66,United Kingdom,4
13939,46,3,189.5166667,United Kingdom,4
13940,40,4,209.785,United Kingdom,4
13941,44,5,1022.592,United Kingdom,2
13946,102,3,187.19,United Kingdom,4
13947,88,1,90.6,United Kingdom,4
13948,383,1,102,United Kingdom,3
13949,25,6,404.5533333,United Kingdom,2
13950,34,4,186.265,United Kingdom,4
13951,199,3,224.8166667,United Kingdom,3
13952,240,2,1625.5355,United Kingdom,2
13953,30,7,502.24,United Kingdom,2
13954,24,2,219.96,United Kingdom,4
13955,177,2,161.48,United Kingdom,4
13956,28,5,205.284,United Kingdom,4
13959,102,3,199.4,United Kingdom,4
13960,44,2,115.11,United Kingdom,4
13962,44,2,84.775,United Kingdom,4
13963,331,4,166.135,United Kingdom,3
13967,168,1,80.7,United Kingdom,4
13969,30,18,502.9966667,United Kingdom,2
13971,41,8,344.7825,United Kingdom,2
13972,93,2,95.125,United Kingdom,4
13973,310,1,264.7,United Kingdom,3
13974,72,1,413.59,United Kingdom,2
13975,54,6,421.0466667,United Kingdom,2
13976,229,1,357.98,United Kingdom,3
13978,37,2,98.395,United Kingdom,4
13979,96,1,869.87,United Kingdom,2
13980,83,1,200.14,United Kingdom,4
13982,62,4,467.9525,United Kingdom,2
13983,52,12,216.9525,United Kingdom,4
13984,49,5,184.102,United Kingdom,4
13985,27,15,470.6753333,United Kingdom,2
13986,40,1,320.46,United Kingdom,2
13988,42,6,691.3266667,United Kingdom,2
13989,88,2,633.04,United Kingdom,2
13990,236,1,311.3,United Kingdom,3
13991,35,6,142.6616667,United Kingdom,4
13992,53,1,76.8,United Kingdom,4
13993,65,9,385.1511111,United Kingdom,2
13994,26,6,385.5233333,United Kingdom,2
13995,38,5,278.738,United Kingdom,4
13999,33,12,325.1508333,United Kingdom,2
14000,234,1,635.66,United Kingdom,3
14001,68,3,681.0266667,United Kingdom,2
14002,157,2,264.865,United Kingdom,4
14004,66,7,654.6628571,United Kingdom,2
14005,32,5,574.944,United Kingdom,2
14006,138,3,320.73,United Kingdom,2
14009,221,2,347.805,United Kingdom,3
14012,300,1,328.8,United Kingdom,3
14013,133,3,157.6733333,United Kingdom,4
14014,100,1,505.18,United Kingdom,2
14015,75,1,917.34,United Kingdom,2
14016,184,4,1085.3025,EIRE,2
14019,69,3,473.87,United Kingdom,2
14020,39,2,321.4,United Kingdom,2
14021,178,3,210.6333333,United Kingdom,3
14022,248,1,440,United Kingdom,3
14023,30,2,292.035,United Kingdom,4
14024,144,2,163.85,United Kingdom,4
14027,83,1,104.82,United Kingdom,4
14029,86,2,233.83,United Kingdom,4
14030,41,8,295.01125,United Kingdom,2
14031,30,19,909.8347368,United Kingdom,2
14032,25,11,270.5081818,United Kingdom,2
14034,45,3,217.2733333,United Kingdom,4
14035,51,5,285.604,United Kingdom,2
14036,307,1,626.65,United Kingdom,3
14037,199,2,73.6,United Kingdom,3
14038,101,3,520.1266667,United Kingdom,2
14039,56,1,152.2,United Kingdom,4
14040,63,12,301.2433333,United Kingdom,2
14041,289,1,141.41,United Kingdom,3
14044,49,4,163.205,United Kingdom,4
14045,132,4,414.9375,United Kingdom,2
14046,307,1,154.99,United Kingdom,3
14047,31,5,261.722,United Kingdom,4
14048,328,1,409.93,United Kingdom,3
14049,39,4,1420.43,United Kingdom,2
14050,54,2,373.18,United Kingdom,2
14051,23,23,678.7126087,United Kingdom,2
14052,42,1,225.36,United Kingdom,4
14053,147,2,130.125,United Kingdom,4
14054,88,1,92.46,United Kingdom,4
14055,129,1,725.64,United Kingdom,2
14056,24,23,357.1586957,United Kingdom,2
14057,46,17,365.7623529,United Kingdom,2
14059,289,1,183.6,United Kingdom,3
14060,27,19,323.18,United Kingdom,2
14062,32,12,872.0708333,United Kingdom,2
14064,52,5,270.748,United Kingdom,4
14066,289,1,152.55,United Kingdom,3
14067,86,2,187.35,United Kingdom,4
14068,343,1,265.85,United Kingdom,3
14071,26,8,179.8525,United Kingdom,4
14073,55,1,151.04,United Kingdom,4
14075,27,3,314.0866667,United Kingdom,2
14076,152,1,122.47,United Kingdom,4
14077,63,5,99.884,United Kingdom,4
14078,124,6,174.895,United Kingdom,4
14079,147,1,375.1,United Kingdom,2
14080,55,1,45.6,United Kingdom,4
14081,325,2,467.26,United Kingdom,3
14082,387,1,182.25,United Kingdom,3
14083,27,9,113.1588889,United Kingdom,4
14085,25,18,247.1411111,United Kingdom,2
14087,25,1,194.42,United Kingdom,4
14088,33,13,3883.985385,United Kingdom,2
14089,79,1,161,United Kingdom,4
14090,347,1,76.32,United Kingdom,3
14092,30,14,291.2078571,United Kingdom,2
14093,35,1,442.85,United Kingdom,2
14096,27,17,3833.222941,United Kingdom,2
14098,59,1,147.35,United Kingdom,4
14099,39,11,282.1972727,United Kingdom,2
14100,160,1,194.9,United Kingdom,4
14101,96,6,996.1316667,United Kingdom,2
14102,28,5,272.056,United Kingdom,4
14104,177,2,108.105,United Kingdom,4
14105,262,1,1266.23,United Kingdom,3
14107,74,7,386.1757143,United Kingdom,2
14108,53,2,298.955,United Kingdom,2
14109,95,1,144.2,United Kingdom,4
14110,26,12,473.5958333,United Kingdom,2
14111,37,4,173.2125,United Kingdom,4
14112,45,7,416.45,United Kingdom,2
14113,26,4,460.105,United Kingdom,2
14114,296,2,193.265,United Kingdom,3
14116,42,5,276.548,United Kingdom,4
14117,166,1,90,United Kingdom,4
14121,26,4,695.0375,United Kingdom,2
14124,107,1,419.58,United Kingdom,2
14125,33,3,913.4766667,United Kingdom,2
14126,30,3,235.3766667,United Kingdom,4
14127,145,3,236.57,United Kingdom,4
14128,83,2,318.75,United Kingdom,2
14129,24,5,224.772,United Kingdom,4
14130,342,1,483.86,United Kingdom,3
14132,25,11,326.0027273,United Kingdom,2
14133,152,3,201.88,United Kingdom,4
14135,24,15,312.6873333,United Kingdom,2
14138,24,2,491.19,United Kingdom,2
14139,69,1,415.82,United Kingdom,2
14140,26,2,467.525,United Kingdom,2
14141,25,4,228.7825,United Kingdom,4
14142,396,1,311.81,United Kingdom,3
14143,156,1,115.8,United Kingdom,4
14145,69,4,935.55,United Kingdom,2
14146,31,5,838.2,United Kingdom,2
14147,101,2,241.7,United Kingdom,4
14148,256,1,157.2,United Kingdom,3
14149,243,1,446.62,United Kingdom,3
14150,58,2,329.32,United Kingdom,2
14152,98,2,310.645,United Kingdom,2
14154,262,2,672.81,United Kingdom,3
14155,289,1,118.75,United Kingdom,3
14156,32,55,2134.175091,EIRE,1
14157,42,2,216.44,United Kingdom,4
14158,63,1,507.66,United Kingdom,2
14159,42,11,426.6372727,United Kingdom,2
14161,238,3,370.1733333,United Kingdom,3
14162,196,2,144.68,United Kingdom,3
14163,110,4,611.4775,United Kingdom,2
14164,93,2,815.885,United Kingdom,2
14165,298,1,122.54,United Kingdom,3
14167,62,4,143.71,United Kingdom,4
14171,121,1,363.79,United Kingdom,2
14173,33,4,112.71,United Kingdom,4
14174,56,1,134.46,United Kingdom,4
14175,82,3,1074.1,United Kingdom,2
14176,320,4,144.225,United Kingdom,3
14177,109,4,139.8525,United Kingdom,4
14178,31,7,231.5614286,United Kingdom,4
14179,63,2,359.89,United Kingdom,2
14180,33,25,189.9408,United Kingdom,4
14184,89,1,452.89,United Kingdom,2
14185,354,1,197.65,United Kingdom,3
14188,53,6,342.3933333,United Kingdom,2
14189,25,15,310.272,United Kingdom,2
14191,24,13,360.3661538,United Kingdom,2
14193,90,2,426.695,United Kingdom,2
14194,27,21,540.4533333,United Kingdom,2
14195,224,2,506,United Kingdom,3
14196,129,1,335.52,United Kingdom,2
14198,41,4,175.35,United Kingdom,4
14199,241,1,185.4,United Kingdom,3
14201,83,7,106.7771429,United Kingdom,4
14204,25,1,161.03,United Kingdom,4
14205,39,2,233.35,United Kingdom,4
14206,262,1,328.16,United Kingdom,3
14208,117,1,151.74,United Kingdom,4
14209,33,6,345.5716667,United Kingdom,2
14210,128,6,317.64,United Kingdom,2
14211,76,9,249.0111111,United Kingdom,4
14212,112,1,1070.48,United Kingdom,2
14214,53,5,200.876,United Kingdom,4
14215,34,6,298.2866667,United Kingdom,2
14216,26,4,459.825,United Kingdom,2
14217,24,17,117.94,United Kingdom,4
14218,65,1,169.48,United Kingdom,4
14219,27,1,89.94,United Kingdom,4
14220,270,2,316.2,United Kingdom,3
14221,65,9,381.4222222,United Kingdom,2
14222,200,1,683.17,United Kingdom,2
14223,115,3,330.3766667,United Kingdom,2
14224,133,4,262.53,United Kingdom,4
14226,51,5,446.438,United Kingdom,2
14227,49,10,335.096,United Kingdom,2
14229,74,3,515.7333333,United Kingdom,2
14231,206,3,308.57,United Kingdom,3
14232,65,5,409.614,United Kingdom,2
14233,72,4,365.68,United Kingdom,2
14234,45,4,193.865,United Kingdom,4
14235,98,5,628.972,United Kingdom,2
14236,103,2,245.43,United Kingdom,4
14237,396,1,161,United Kingdom,3
14238,349,1,146.85,United Kingdom,3
14239,66,11,216.4409091,United Kingdom,4
14240,53,2,445.17,United Kingdom,2
14241,206,1,213.7,United Kingdom,3
14242,257,2,140.275,United Kingdom,3
14243,31,10,258.877,United Kingdom,4
14245,242,2,846.725,United Kingdom,3
14246,133,3,491.3533333,United Kingdom,2
14247,301,1,136.77,United Kingdom,3
14248,341,1,302.58,United Kingdom,3
14250,30,3,634.6833333,United Kingdom,2
14251,24,5,575.94,United Kingdom,2
14256,283,2,484.53,United Kingdom,3
14257,87,5,619.944,United Kingdom,2
14258,32,9,1407.775556,United Kingdom,2
14259,164,1,120,United Kingdom,4
14261,73,2,581.725,United Kingdom,2
14262,31,8,327.27875,United Kingdom,2
14264,177,2,166.985,United Kingdom,3
14265,132,2,265.09,Unspecified,4
14267,185,3,505.4133333,United Kingdom,2
14270,354,1,492.65,United Kingdom,3
14271,248,1,112.32,United Kingdom,3
14272,96,2,218.98,United Kingdom,4
14273,74,4,139.9925,United Kingdom,4
14276,121,3,373.2466667,United Kingdom,2
14277,38,3,1405.4,France,2
14280,219,1,134.04,United Kingdom,3
14282,26,15,248.6226667,United Kingdom,2
14284,53,2,297.625,United Kingdom,2
